"sim","total_tips","n_tips_region_tree","n_tips_global_tree","n_trans_W_all","n_trans_tm","n_true_trans_W","n_W80_all","n_W80_correctDonorRecipt","n_W80_swapDonorRecipt","expected_n_trans"
0.9,1346,1346,0,20,211,5,4,1,1,8.25523530349405
