"time","IDs","migrant"
14600,3559,"21"
14600,3563,"21"
14600,3565,"21"
14600,3566,"21"
14600,3568,"21"
14600,3570,"21"
14600,3573,"21"
14600,3575,"21"
14600,3577,"21"
14600,3578,"21"
14600,3581,"21"
14600,3582,"21"
14600,3583,"21"
14600,3585,"21"
14600,3586,"21"
14600,3587,"21"
14600,3588,"21"
14600,3591,"21"
14600,3592,"21"
14600,3593,"21"
14600,3594,"21"
14600,3595,"21"
14600,3597,"21"
14600,3598,"21"
14600,3599,"21"
14600,3602,"21"
14600,3603,"21"
14600,3608,"21"
14600,3612,"21"
14600,3614,"21"
14600,3616,"21"
14600,3618,"21"
14600,3620,"21"
14600,3623,"21"
14600,3624,"21"
14600,3629,"21"
14600,3632,"21"
14600,3634,"21"
14600,3637,"21"
14600,3639,"21"
14600,3642,"21"
14600,3643,"21"
14600,3645,"21"
14600,3649,"21"
14600,3650,"21"
14600,3651,"21"
14600,3652,"21"
14600,3656,"21"
14600,3659,"21"
14600,3660,"21"
14600,3664,"21"
14600,3666,"21"
14600,3671,"21"
14600,3672,"21"
14600,3675,"21"
14600,3679,"21"
14600,3680,"21"
14600,3681,"21"
14600,3683,"21"
14600,3685,"21"
14600,3689,"21"
14600,3690,"21"
14600,3694,"21"
14600,3695,"21"
14600,3701,"21"
14600,3703,"21"
14600,3704,"21"
14600,3706,"21"
14600,3707,"21"
14600,3708,"21"
14600,3709,"21"
14600,3712,"21"
14600,3719,"21"
14600,3721,"21"
14600,3726,"21"
14600,3727,"21"
14600,3733,"21"
14600,3734,"21"
14600,3735,"21"
14600,3739,"21"
14600,3742,"21"
14600,3745,"21"
14600,3747,"21"
14600,3748,"21"
14600,3752,"21"
14600,3754,"21"
14600,3755,"21"
14600,3756,"21"
14600,3757,"21"
14600,3758,"21"
14600,3759,"21"
14600,3763,"21"
14600,3764,"21"
14600,3767,"21"
14600,3771,"21"
14600,3773,"21"
14600,3774,"21"
14600,3775,"21"
14600,3777,"21"
14600,3778,"21"
14600,3781,"21"
14600,3782,"21"
14600,3784,"21"
14600,3785,"21"
14600,3787,"21"
14600,3792,"21"
14600,3793,"21"
14600,3794,"21"
14600,3795,"21"
14600,3796,"21"
14600,3797,"21"
14600,3801,"21"
14600,3802,"21"
14600,3803,"21"
14600,3805,"21"
14600,3806,"21"
14600,3811,"21"
14600,3812,"21"
14600,3813,"21"
14600,3814,"21"
14600,3815,"21"
14600,3817,"21"
14600,3822,"21"
14600,3823,"21"
14600,3827,"21"
14600,3829,"21"
14600,3830,"21"
14600,3833,"21"
14600,3834,"21"
14600,3835,"21"
14600,3836,"21"
14600,3838,"21"
14600,3839,"21"
14600,3840,"21"
14600,3841,"21"
14600,3842,"21"
14600,3843,"21"
14600,3846,"21"
14600,3847,"21"
14600,3848,"21"
14600,3851,"21"
