"time","infID","status_dep","stage_dep","origin_dep","tx.status_dep"
7653,61527,"i",4,"global",1
7653,72062,"i",4,"global",0
7653,74178,"i",4,"global",0
7654,27407,"i",4,"global",0
7654,49288,"i",4,"global",0
7654,59239,"i",4,"global",0
7654,60194,"i",4,"global",0
7654,63930,"i",4,"global",0
7654,71537,"i",4,"global",1
7655,1320,"i",4,"region",0
7655,9910,"i",4,"region",1
7655,49704,"i",4,"global",0
7655,53776,"i",4,"global",0
7655,58875,"i",4,"global",1
7655,66683,"i",4,"global",1
7655,71774,"i",4,"global",0
7655,89914,"i",4,"global",0
7656,7194,"i",4,"region",1
7656,26994,"i",4,"global",0
7656,54899,"i",4,"global",0
7656,55995,"i",4,"global",0
7656,67405,"i",4,"global",0
7656,69794,"i",4,"global",1
7656,69843,"i",4,"global",0
7656,70408,"i",4,"global",0
7656,74290,"i",4,"global",0
7657,25070,"i",4,"global",0
7657,25223,"i",4,"global",1
7657,60352,"i",4,"global",0
7657,66266,"i",4,"global",0
7657,81713,"i",4,"global",0
7657,82462,"i",4,"global",0
7658,583,"i",4,"region",0
7658,2561,"i",4,"region",0
7658,11360,"i",4,"global",0
7658,42595,"i",4,"global",0
7658,46608,"i",2,"global",0
7658,47674,"i",4,"global",0
7658,76896,"i",4,"global",0
7659,15371,"i",4,"region",0
7659,42161,"i",4,"global",0
7659,43148,"i",4,"global",0
7659,49259,"i",4,"global",0
7659,65502,"i",4,"global",0
7660,11408,"i",4,"region",0
7660,33266,"i",4,"global",0
7660,34644,"i",4,"global",0
7660,39500,"i",4,"global",0
7660,45089,"i",4,"global",0
7660,57983,"i",4,"global",0
7660,78158,"i",4,"global",1
7660,79266,"i",4,"global",1
7660,85608,"i",4,"global",0
7661,15413,"i",4,"region",0
7661,27223,"i",4,"global",0
7661,63780,"i",4,"global",0
7661,68975,"i",4,"global",0
7661,86285,"i",4,"global",0
7662,20174,"i",4,"global",0
7662,39092,"i",4,"global",0
7662,41332,"i",4,"global",0
7662,53680,"i",4,"global",0
7662,62421,"i",4,"global",0
7662,64855,"i",4,"global",0
7662,76411,"i",4,"global",0
7663,17816,"i",4,"region",0
7663,23833,"i",4,"global",0
7663,49501,"i",4,"global",0
7663,52846,"i",4,"global",0
7663,67902,"i",4,"global",0
7663,74373,"i",4,"global",0
7663,76935,"i",4,"global",0
7664,7777,"i",4,"region",0
7664,19669,"i",4,"region",1
7664,21735,"i",4,"global",1
7664,27180,"i",4,"global",0
7664,34300,"i",4,"global",0
7664,40884,"i",4,"global",0
7664,58908,"i",4,"global",1
7664,77241,"i",4,"global",1
7665,1301,"i",4,"region",0
7665,10670,"i",4,"region",0
7665,22343,"i",4,"global",0
7665,31911,"i",4,"global",0
7665,41826,"i",4,"global",0
7665,47127,"i",4,"global",1
7665,47958,"i",4,"global",1
7665,48425,"i",4,"global",1
7665,74760,"i",4,"global",1
7666,13287,"i",4,"region",1
7666,13290,"i",4,"region",0
7666,23155,"i",4,"global",0
7666,26786,"i",4,"global",0
7666,29743,"i",4,"global",0
7666,38288,"i",4,"global",0
7666,43388,"i",4,"global",0
7666,52742,"i",4,"global",0
7667,12038,"i",4,"region",1
7667,22092,"i",4,"global",0
7667,27014,"i",4,"global",0
7667,48630,"i",4,"global",0
7667,60538,"i",4,"global",0
7667,65857,"i",4,"global",0
7667,72287,"i",4,"global",0
7667,75079,"i",4,"global",0
7667,76853,"i",4,"global",0
7667,80244,"i",4,"global",1
7668,23366,"i",4,"global",0
7668,35291,"i",4,"global",1
7668,45919,"i",4,"global",0
7668,48569,"i",4,"global",1
7668,52165,"i",4,"global",0
7668,66071,"i",4,"global",0
7668,67053,"i",4,"global",0
7668,76196,"i",4,"global",1
7668,82933,"i",4,"global",1
7668,83127,"i",4,"global",0
7668,86325,"i",4,"global",0
7669,1852,"i",4,"region",0
7669,34804,"i",4,"global",0
7669,35406,"i",4,"global",0
7669,49136,"i",4,"region",0
7669,55979,"i",4,"global",0
7669,75718,"i",4,"global",0
7670,997,"i",4,"region",0
7670,32026,"i",4,"global",0
7670,32344,"i",4,"global",0
7670,40865,"i",4,"global",0
7670,53831,"i",4,"global",0
7670,55808,"i",4,"global",1
7670,62367,"i",4,"global",0
7671,4741,"i",4,"region",0
7671,21396,"i",4,"global",0
7671,24112,"i",4,"region",0
7671,25229,"i",4,"global",0
7671,34047,"i",4,"global",0
7671,40062,"i",4,"global",1
7671,47777,"i",4,"global",0
7671,49292,"i",4,"region",1
7671,54109,"i",4,"global",0
7671,57762,"i",4,"global",0
7671,64943,"i",4,"global",1
7672,2452,"i",4,"region",0
7672,11493,"i",4,"region",0
7672,29632,"i",4,"global",0
7672,33972,"i",4,"global",0
7672,38085,"i",4,"global",0
7672,48435,"i",4,"global",1
7672,56398,"i",4,"global",0
7672,67617,"i",4,"global",0
7673,9334,"i",4,"region",0
7673,20855,"i",4,"global",0
7673,23008,"i",4,"global",0
7673,38257,"i",4,"global",0
7673,39652,"i",4,"global",0
7673,40367,"i",4,"global",0
7673,41879,"i",4,"global",0
7673,43329,"i",4,"global",1
7673,58349,"i",4,"global",0
7673,59712,"i",4,"global",1
7673,65461,"i",4,"global",0
7674,13530,"i",4,"region",0
7674,27738,"i",4,"global",0
7674,33430,"i",4,"global",0
7674,58839,"i",4,"global",0
7674,73526,"i",4,"global",1
7674,80633,"i",4,"global",0
7675,1295,"i",4,"region",1
7675,19075,"i",4,"region",1
7675,20604,"i",4,"global",0
7675,25776,"i",4,"global",0
7675,29066,"i",4,"global",1
7675,31333,"i",4,"global",1
7675,50484,"i",4,"global",1
7675,66094,"i",4,"global",0
7675,67954,"i",4,"global",1
7675,70785,"i",4,"global",0
7675,87996,"i",4,"global",0
7676,4991,"i",4,"region",1
7676,17277,"i",4,"region",0
7676,21421,"i",4,"global",0
7676,64197,"i",4,"global",1
7676,80507,"i",4,"region",0
7677,1803,"i",4,"region",0
7677,4643,"i",4,"region",1
7677,26655,"i",4,"global",0
7677,32516,"i",4,"global",0
7677,35257,"i",4,"global",0
7677,38798,"i",4,"global",0
7677,39703,"i",4,"global",0
7677,50752,"i",4,"global",0
7677,52973,"i",4,"global",0
7677,58684,"i",4,"global",0
7677,66728,"i",4,"global",0
7677,68358,"i",4,"global",1
7677,73029,"i",4,"global",1
7677,73373,"i",4,"global",0
7677,80466,"i",4,"region",0
7677,80735,"i",4,"global",0
7678,92,"i",4,"region",0
7678,7908,"i",4,"global",0
7678,25873,"i",4,"global",1
7678,31505,"i",4,"global",0
7678,39112,"i",4,"global",0
7678,42331,"i",4,"global",1
7678,46851,"i",4,"global",0
7678,63370,"i",4,"global",0
7678,75673,"i",4,"global",1
7678,81531,"i",4,"global",0
7679,241,"i",4,"region",0
7679,27464,"i",4,"global",0
7679,31589,"i",4,"global",0
7679,36837,"i",4,"global",0
7679,37541,"i",4,"global",0
7679,41445,"i",4,"global",1
7679,43446,"i",4,"global",0
7679,49197,"i",4,"global",0
7679,50083,"i",4,"global",0
7679,50779,"i",1,"global",0
7679,63918,"i",4,"global",0
7679,65592,"i",4,"global",1
7679,77424,"i",4,"global",0
7679,85345,"i",4,"global",0
7679,87443,"i",4,"region",0
7680,9049,"i",4,"region",0
7680,14899,"i",4,"region",0
7680,50828,"i",4,"global",0
7680,69378,"i",4,"global",0
7680,76300,"i",4,"global",0
7681,2228,"i",4,"region",1
7681,23052,"i",4,"global",0
7681,23256,"i",4,"global",0
7681,28655,"i",3,"global",0
7681,37670,"i",4,"global",0
7681,52298,"i",4,"global",1
7681,56762,"i",4,"global",0
7681,76646,"i",4,"global",0
7681,77033,"i",4,"global",0
7681,88026,"i",4,"global",0
7682,20527,"i",4,"global",0
7682,68054,"i",4,"global",1
7682,74637,"i",4,"global",0
7682,81022,"i",4,"global",1
7682,82429,"i",4,"global",0
7683,1945,"i",4,"region",0
7683,24388,"i",4,"global",0
7683,28987,"i",4,"global",0
7683,31131,"i",4,"global",0
7683,47840,"i",4,"global",1
7683,53888,"i",4,"global",1
7683,56506,"i",4,"global",0
7683,59789,"i",4,"global",0
7683,63740,"i",4,"global",0
7683,64055,"i",4,"global",0
7683,74961,"i",4,"global",1
7683,75445,"i",4,"global",1
7683,83644,"i",4,"global",0
7684,13010,"i",4,"region",0
7684,23465,"i",4,"global",0
7684,23950,"i",4,"global",0
7684,34432,"i",4,"global",1
7684,47290,"i",4,"global",0
7684,51055,"i",4,"global",0
7684,69430,"i",4,"global",0
7684,78918,"i",4,"global",0
7684,87001,"i",4,"global",1
7685,7044,"i",4,"region",1
7685,9111,"i",4,"region",0
7685,17867,"i",4,"region",1
7685,25277,"i",4,"global",0
7685,28121,"i",4,"global",0
7685,49186,"i",4,"global",0
7685,50954,"i",4,"global",0
7685,55126,"i",3,"global",1
7685,64265,"i",4,"global",0
7685,65973,"i",4,"global",1
7685,66001,"i",1,"global",1
7686,6612,"i",4,"global",1
7686,12228,"i",4,"region",0
7686,20061,"i",4,"global",1
7686,28871,"i",4,"global",1
7686,40580,"i",4,"global",0
7686,69014,"i",4,"global",0
7686,76259,"i",4,"global",0
7686,79956,"i",4,"global",0
7687,2050,"i",4,"region",0
7687,47196,"i",4,"global",1
7687,54663,"i",4,"global",0
7687,58076,"i",4,"global",1
7687,93984,"i",4,"global",0
7688,6845,"i",4,"global",0
7688,14554,"i",4,"region",0
7688,48172,"i",4,"global",0
7688,53280,"i",4,"global",0
7688,67011,"i",4,"global",0
7688,69877,"i",4,"global",0
7688,77809,"i",4,"global",0
7688,83581,"i",4,"global",0
7688,85107,"i",4,"global",0
7689,10071,"i",4,"region",1
7689,18280,"i",4,"region",0
7689,28052,"i",4,"global",0
7689,40479,"i",4,"global",0
7689,42564,"i",4,"global",1
7689,51872,"i",4,"global",0
7689,67263,"i",4,"global",1
7689,69531,"i",4,"global",0
7690,5122,"i",3,"region",1
7690,15095,"i",4,"region",0
7690,26509,"i",4,"global",0
7690,62047,"i",4,"global",0
7690,68030,"i",4,"global",1
7691,2266,"i",4,"region",0
7691,14868,"i",4,"region",0
7691,27687,"i",4,"global",0
7691,29202,"i",4,"global",0
7691,30897,"i",4,"global",0
7691,49899,"i",4,"global",0
7691,50879,"i",4,"global",1
7691,63884,"i",4,"global",0
7691,84675,"i",4,"global",1
7691,93360,"i",4,"global",0
7692,17804,"i",4,"region",0
7692,19882,"i",4,"region",1
7692,26962,"i",4,"global",1
7692,51975,"i",4,"global",0
7692,55303,"i",4,"global",0
7692,61930,"i",4,"global",0
7692,64120,"i",4,"global",0
7692,75049,"i",4,"global",0
7693,12080,"i",4,"region",1
7693,12737,"i",4,"region",1
7693,26572,"i",4,"global",0
7693,49455,"i",4,"global",0
7693,56838,"i",4,"global",0
7693,67495,"i",4,"global",0
7693,72161,"i",4,"global",0
7693,83238,"i",4,"global",0
7694,23646,"i",4,"global",0
7694,33904,"i",4,"global",0
7694,49591,"i",4,"global",0
7694,53785,"i",4,"global",0
7694,56656,"i",4,"global",0
7694,65075,"i",4,"global",0
7694,69835,"i",4,"global",0
7694,76466,"i",4,"global",0
7695,14215,"i",4,"region",1
7695,14951,"i",4,"region",0
7695,20062,"i",4,"global",0
7695,35124,"i",4,"global",1
7695,52898,"i",4,"global",0
7695,53410,"i",4,"global",1
7695,53884,"i",4,"global",0
7695,59981,"i",4,"global",0
7695,65251,"i",4,"global",0
7695,77861,"i",4,"global",1
7696,1779,"i",4,"region",1
7696,18837,"i",4,"global",0
7696,22004,"i",4,"global",0
7696,22294,"i",4,"global",0
7696,31393,"i",4,"global",0
7696,31568,"i",1,"global",1
7696,32326,"i",4,"global",0
7696,36939,"i",4,"global",0
7696,37021,"i",4,"global",0
7696,45806,"i",4,"global",0
7696,47512,"i",4,"global",0
7696,73918,"i",4,"global",0
7696,84829,"i",4,"global",0
7697,9294,"i",4,"region",1
7697,16591,"i",4,"region",0
7697,18467,"i",4,"region",0
7697,22943,"i",4,"global",0
7697,27419,"i",4,"global",0
7697,30736,"i",4,"global",0
7697,31293,"i",4,"global",1
7697,32635,"i",4,"global",0
7697,37883,"i",1,"global",1
7697,50300,"i",4,"global",0
7697,82874,"i",4,"region",1
7698,14807,"i",4,"region",0
7698,31121,"i",4,"global",1
7698,35264,"i",4,"global",1
7698,56081,"i",4,"global",0
7698,57116,"i",4,"global",0
7698,76659,"i",4,"global",0
7698,78591,"i",4,"global",0
7698,81167,"i",4,"global",0
7699,34237,"i",4,"global",0
7699,36507,"i",4,"region",0
7699,45013,"i",4,"global",0
7699,51789,"i",4,"global",0
7699,53513,"i",2,"global",0
7699,70703,"i",4,"global",0
7699,75176,"i",2,"global",0
7699,77826,"i",4,"global",0
7699,80490,"i",4,"global",1
7700,1278,"i",4,"region",0
7700,19396,"i",4,"region",1
7700,26078,"i",4,"global",0
7700,41234,"i",4,"global",1
7700,41590,"i",2,"global",0
7700,55117,"i",4,"global",1
7700,70752,"i",4,"global",0
7700,74409,"i",4,"global",0
7700,74422,"i",4,"global",1
7700,75523,"i",4,"global",0
7700,76431,"i",4,"global",1
7701,3374,"i",4,"region",1
7701,10462,"i",4,"region",0
7701,25907,"i",4,"global",0
7701,38145,"i",4,"region",0
7701,38256,"i",4,"global",0
7701,40563,"i",4,"global",0
7701,46985,"i",4,"global",0
7701,60988,"i",4,"global",0
7701,82948,"i",4,"global",1
7702,36483,"i",4,"global",0
7702,51144,"i",4,"global",1
7702,51249,"i",4,"global",1
7702,69084,"i",4,"global",0
7702,72664,"i",4,"global",1
7702,73686,"i",4,"global",1
7702,74388,"i",4,"global",1
7703,22996,"i",4,"global",0
7703,27476,"i",4,"global",0
7703,49374,"i",4,"global",0
7703,51593,"i",4,"global",1
7703,62939,"i",4,"global",0
7703,78426,"i",4,"global",1
7703,79608,"i",4,"global",0
7703,84211,"i",4,"global",0
7703,97503,"i",4,"global",0
7704,27441,"i",4,"global",0
7704,28314,"i",4,"global",0
7704,45125,"i",4,"global",0
7704,63582,"i",4,"global",1
7704,81992,"i",4,"global",1
7705,13080,"i",4,"region",1
7705,39108,"i",4,"global",0
7705,42497,"i",4,"global",0
7705,49457,"i",4,"global",1
7705,51876,"i",4,"global",0
7705,65282,"i",4,"global",1
7705,87575,"i",4,"global",1
7706,27850,"i",4,"global",0
7706,31245,"i",4,"global",0
7706,32444,"i",4,"global",1
7706,43222,"i",4,"global",0
7706,47746,"i",4,"global",0
7706,57491,"i",4,"global",0
7706,71375,"i",4,"global",0
7706,73978,"i",4,"global",1
7706,75696,"i",4,"global",0
7707,9259,"i",4,"region",0
7707,12872,"i",4,"region",1
7707,22482,"i",4,"global",0
7707,28182,"i",4,"global",1
7707,34469,"i",4,"global",0
7707,57335,"i",4,"global",0
7707,59006,"i",3,"global",0
7707,60999,"i",4,"global",0
7707,65707,"i",4,"global",0
7707,67820,"i",4,"global",0
7707,73023,"i",4,"global",1
7707,78245,"i",4,"global",0
7707,91998,"i",4,"global",0
7708,1736,"i",4,"region",1
7708,6354,"i",4,"region",1
7708,11692,"i",4,"region",0
7708,38408,"i",4,"global",0
7708,52162,"i",3,"global",1
7708,54085,"i",4,"global",1
7708,58640,"i",4,"global",0
7708,79006,"i",4,"global",1
7709,3867,"i",4,"region",0
7709,21046,"i",4,"global",1
7709,40320,"i",4,"global",0
7709,51541,"i",4,"global",0
7709,55040,"i",4,"global",0
7709,68536,"i",4,"global",0
7709,82810,"i",4,"global",1
7710,27736,"i",4,"global",0
7710,43195,"i",4,"global",0
7710,47653,"i",4,"global",0
7710,50368,"i",4,"global",1
7711,15123,"i",4,"region",0
7711,17013,"i",4,"region",0
7711,28695,"i",4,"global",0
7711,31927,"i",4,"global",0
7711,32655,"i",4,"global",0
7711,58446,"i",4,"global",0
7711,69805,"i",4,"global",0
7712,29969,"i",4,"global",0
7712,30441,"i",4,"global",0
7712,41891,"i",4,"global",1
7712,50343,"i",4,"global",0
7712,56692,"i",4,"global",1
7712,61893,"i",4,"global",1
7712,62579,"i",4,"global",0
7712,66819,"i",4,"global",1
7713,25204,"i",4,"global",0
7713,33920,"i",4,"global",1
7713,35225,"i",4,"global",0
7713,45696,"i",4,"global",0
7713,46801,"i",4,"global",0
7713,52337,"i",4,"global",0
7713,67174,"i",4,"global",1
7713,73874,"i",4,"global",0
7713,83014,"i",4,"global",0
7713,88103,"i",4,"global",0
7714,11014,"i",4,"region",0
7714,20999,"i",4,"global",1
7714,21113,"i",4,"global",0
7714,39326,"i",4,"global",0
7714,50339,"i",4,"global",0
7714,53131,"i",4,"global",0
7714,68269,"i",4,"global",0
7714,69622,"i",4,"global",0
7714,82490,"i",4,"global",1
7714,84419,"i",4,"global",0
7715,11238,"i",4,"region",1
7715,42516,"i",4,"global",0
7715,55335,"i",4,"global",1
7715,57593,"i",4,"global",0
7715,81319,"i",4,"global",0
7716,13922,"i",4,"region",1
7716,54148,"i",4,"global",0
7716,56563,"i",4,"global",0
7716,66754,"i",4,"global",0
7716,74588,"i",4,"global",0
7716,74709,"i",4,"global",0
7716,78777,"i",4,"global",0
7717,1783,"i",4,"region",1
7717,9104,"i",4,"region",1
7717,28508,"i",4,"global",1
7717,31304,"i",4,"global",0
7717,47819,"i",4,"global",0
7717,48151,"i",4,"global",0
7717,51286,"i",4,"global",0
7717,52112,"i",4,"global",0
7717,55135,"i",4,"global",0
7717,58408,"i",4,"global",0
7717,65175,"i",4,"global",0
7717,74341,"i",4,"global",0
7717,79961,"i",4,"global",0
7717,81100,"i",4,"global",1
7717,82194,"i",4,"global",0
7717,88874,"i",4,"global",0
7718,5962,"i",4,"region",0
7718,8537,"i",4,"region",1
7718,18551,"i",2,"region",1
7718,21071,"i",4,"global",0
7718,44358,"i",4,"global",0
7718,47117,"i",4,"global",0
7718,67059,"i",4,"global",0
7718,72856,"i",4,"global",0
7719,15454,"i",4,"region",0
7719,17540,"i",3,"region",1
7719,63392,"i",4,"global",0
7719,67293,"i",4,"global",0
7719,71126,"i",4,"global",1
7719,71869,"i",4,"global",0
7720,2390,"i",4,"region",0
7720,20808,"i",4,"global",1
7720,27569,"i",4,"global",0
7720,44256,"i",4,"global",0
7720,47130,"i",4,"global",0
7720,52978,"i",4,"global",0
7720,53056,"i",4,"global",1
7720,63877,"i",4,"global",1
7720,65426,"i",4,"global",0
7720,87447,"i",4,"global",0
7720,90764,"i",4,"global",0
7721,3048,"i",4,"region",1
7721,32917,"i",4,"global",1
7721,61233,"i",4,"global",0
7721,71489,"i",4,"global",0
7721,72883,"i",4,"global",0
7721,76289,"i",4,"global",0
7721,79681,"i",4,"global",0
7721,80875,"i",4,"global",0
7722,26643,"i",4,"global",0
7722,46418,"i",4,"global",0
7722,51966,"i",4,"global",0
7722,52652,"i",4,"global",0
7722,85015,"i",4,"global",0
7723,4279,"i",4,"region",0
7723,10743,"i",4,"region",1
7723,31327,"i",4,"global",0
7723,41000,"i",4,"global",0
7723,44161,"i",4,"global",0
7723,51235,"i",4,"global",0
7723,78922,"i",4,"global",0
7723,85596,"i",4,"global",0
7724,8740,"i",4,"region",1
7724,30906,"i",3,"global",0
7724,50455,"i",4,"global",1
7724,55818,"i",4,"global",0
7724,72244,"i",4,"global",0
7724,80129,"i",4,"global",0
7724,84426,"i",4,"global",0
7725,15969,"i",4,"region",0
7725,50835,"i",4,"global",0
7725,64475,"i",4,"global",0
7725,70781,"i",4,"global",1
7725,72016,"i",4,"global",1
7725,79603,"i",4,"global",1
7726,2358,"i",4,"region",0
7726,24752,"i",4,"global",1
7726,44926,"i",4,"global",0
7726,47469,"i",4,"global",0
7727,22189,"i",4,"global",0
7727,27552,"i",4,"global",0
7727,33531,"i",4,"global",0
7727,39966,"i",1,"global",0
7727,41514,"i",4,"global",0
7727,56085,"i",4,"global",1
7727,69382,"i",4,"global",0
7727,70498,"i",4,"global",0
7728,1050,"i",4,"region",0
7728,14499,"i",4,"region",0
7728,34314,"i",4,"global",0
7728,55467,"i",4,"global",0
7728,63308,"i",4,"global",1
7728,73628,"i",4,"global",0
7728,77391,"i",4,"global",0
7728,83227,"i",4,"global",0
7729,11220,"i",4,"global",0
7729,17613,"i",4,"region",0
7729,21137,"i",4,"global",0
7729,31901,"i",4,"global",0
7729,36374,"i",4,"global",0
7729,65663,"i",4,"global",0
7729,68623,"i",4,"global",1
7729,84065,"i",4,"region",1
7730,67015,"i",4,"global",0
7731,23466,"i",4,"global",0
7731,49851,"i",4,"global",1
7731,50608,"i",4,"global",0
7731,51820,"i",4,"global",0
7731,69085,"i",4,"global",0
7732,4340,"i",4,"region",0
7732,56388,"i",4,"global",0
7732,59125,"i",4,"global",0
7732,83953,"i",4,"global",0
7732,88926,"i",4,"global",0
7733,12489,"i",4,"region",0
7733,22546,"i",4,"global",0
7733,22589,"i",4,"global",0
7733,25473,"i",4,"global",1
7733,30392,"i",4,"global",1
7733,32600,"i",4,"global",0
7733,43259,"i",4,"global",0
7733,43330,"i",4,"global",0
7733,44550,"i",4,"global",0
7733,50624,"i",4,"global",0
7733,58632,"i",4,"global",0
7733,62936,"i",4,"global",1
7733,71204,"i",4,"global",1
7733,71796,"i",4,"global",0
7733,76455,"i",4,"global",0
7734,9843,"i",4,"region",0
7734,30523,"i",4,"global",0
7734,40159,"i",4,"global",0
7734,72262,"i",4,"global",0
7734,80698,"i",4,"global",1
7734,95119,"i",4,"global",0
7735,2274,"i",4,"region",0
7735,3455,"i",4,"region",0
7735,4750,"i",4,"region",0
7735,29238,"i",4,"global",1
7735,30263,"i",4,"global",0
7735,32163,"i",4,"global",0
7735,32973,"i",4,"global",0
7735,47837,"i",4,"global",0
7735,50367,"i",4,"global",0
7735,57300,"i",4,"global",1
7735,71318,"i",4,"global",0
7735,73966,"i",4,"global",0
7736,13120,"i",4,"region",1
7736,23892,"i",4,"global",0
7736,26570,"i",4,"global",0
7736,33030,"i",4,"global",0
7736,35436,"i",4,"global",0
7736,41600,"i",4,"global",0
7736,59665,"i",4,"global",0
7736,63929,"i",4,"global",0
7736,69312,"i",4,"global",1
7736,79204,"i",4,"global",0
7736,82009,"i",4,"region",1
7737,15732,"i",4,"region",0
7737,24688,"i",4,"global",0
7737,48805,"i",4,"global",0
7737,51214,"i",4,"global",0
7737,72496,"i",4,"global",0
7737,86769,"i",4,"global",1
7738,13855,"i",4,"region",0
7738,20240,"i",4,"global",0
7738,21686,"i",4,"global",0
7738,29107,"i",4,"global",0
7738,33351,"i",4,"global",1
7738,36858,"i",4,"global",0
7738,50851,"i",4,"global",1
7738,71824,"i",4,"global",0
7738,74168,"i",4,"global",0
7739,3909,"i",4,"global",1
7739,36026,"i",4,"global",0
7739,49569,"i",2,"global",0
7739,50818,"i",4,"global",1
7739,56451,"i",4,"global",0
7739,67840,"i",4,"global",0
7739,87605,"i",4,"global",0
7740,22016,"i",4,"global",0
7740,38427,"i",4,"global",0
7740,74150,"i",4,"global",0
7740,84080,"i",4,"global",0
7741,2191,"i",4,"region",1
7741,24004,"i",0,"global",0
7741,25269,"i",4,"global",1
7741,41361,"i",4,"global",0
7741,45093,"i",4,"global",0
7741,46668,"i",4,"global",0
7741,56676,"i",4,"global",0
7741,63343,"i",4,"global",0
7741,72418,"i",4,"global",0
7741,73451,"i",4,"global",0
7741,74838,"i",4,"global",0
7741,80132,"i",4,"global",0
7742,25591,"i",3,"global",1
7742,27613,"i",4,"global",0
7742,35467,"i",4,"global",1
7742,54328,"i",4,"global",0
7742,59552,"i",3,"global",0
7742,67711,"i",4,"global",1
7742,77882,"i",4,"global",0
7742,84122,"i",4,"region",0
7743,8442,"i",4,"region",0
7743,16937,"i",4,"region",1
7743,30993,"i",4,"global",1
7743,52982,"i",4,"global",0
7743,63968,"i",4,"global",0
7743,65589,"i",4,"global",1
7744,12026,"i",4,"global",0
7744,23238,"i",4,"global",0
7744,76180,"i",4,"global",0
7744,79389,"i",4,"global",0
7744,79941,"i",4,"global",1
7745,6084,"i",4,"region",1
7745,7736,"i",4,"region",1
7745,8021,"i",4,"region",1
7745,25207,"i",4,"global",1
7745,27627,"i",4,"global",0
7745,54408,"i",4,"global",0
7745,75526,"i",4,"global",0
7745,79541,"i",4,"global",0
7745,82063,"i",4,"global",0
7746,54071,"i",4,"global",1
7746,61997,"i",4,"global",0
7746,62798,"i",4,"global",0
7746,80044,"i",4,"global",1
7747,9915,"i",4,"region",0
7747,42987,"i",4,"global",0
7747,48288,"i",4,"global",1
7747,72659,"i",4,"global",0
7747,78985,"i",4,"global",0
7748,3596,"i",4,"region",0
7748,20197,"i",4,"global",0
7748,37199,"i",4,"global",0
7748,53012,"i",4,"region",1
7748,55059,"i",4,"global",0
7748,64369,"i",4,"global",0
7748,82908,"i",4,"global",0
7749,35363,"i",4,"global",0
7749,35886,"i",4,"global",0
7749,43314,"i",4,"global",1
7749,52013,"i",4,"global",0
7749,80546,"i",4,"global",0
7749,82434,"i",4,"global",0
7750,344,"i",4,"region",1
7750,14370,"i",4,"region",0
7750,22520,"i",4,"global",0
7750,22542,"i",4,"global",0
7750,22618,"i",4,"global",0
7750,31141,"i",4,"global",0
7750,43964,"i",4,"global",1
7750,46975,"i",4,"global",0
7750,73410,"i",4,"global",0
7751,53,"i",4,"region",0
7751,7757,"i",4,"region",0
7751,11938,"i",4,"region",0
7751,22698,"i",4,"global",0
7751,40412,"i",4,"global",1
7751,44261,"i",4,"global",0
7751,48261,"i",4,"global",0
7751,56029,"i",4,"global",0
7751,64231,"i",4,"global",1
7751,86181,"i",4,"region",0
7752,3705,"i",4,"region",1
7752,32205,"i",4,"global",0
7752,43739,"i",4,"global",1
7752,45552,"i",4,"global",0
7752,57247,"i",4,"global",0
7752,62248,"i",4,"global",0
7752,65106,"i",4,"global",0
7752,78681,"i",4,"global",0
7752,81324,"i",4,"global",0
7752,81451,"i",4,"global",1
7753,25900,"i",4,"global",0
7753,34184,"i",4,"global",0
7753,36847,"i",3,"global",0
7753,40617,"i",4,"global",1
7753,58163,"i",4,"global",0
7753,58550,"i",4,"global",0
7753,73954,"i",4,"global",0
7753,74623,"i",4,"global",0
7753,77313,"i",4,"global",0
7753,94789,"i",4,"global",0
7754,45177,"i",4,"global",0
7754,68636,"i",4,"global",0
7754,76163,"i",4,"global",1
7755,11945,"i",4,"region",1
7755,23049,"i",4,"global",0
7755,28597,"i",4,"global",0
7755,51756,"i",4,"global",0
7755,61017,"i",4,"global",0
7755,71226,"i",4,"global",0
7755,83391,"i",4,"global",0
7756,10789,"i",4,"region",1
7756,23582,"i",4,"global",0
7756,26953,"i",4,"global",0
7756,35605,"i",4,"global",0
7756,56268,"i",4,"global",0
7756,57049,"i",4,"global",1
7756,59036,"i",4,"global",1
7756,72174,"i",4,"global",0
7756,81370,"i",4,"global",0
7756,81551,"i",4,"global",1
7756,85828,"i",4,"global",0
7756,89547,"i",4,"global",0
7757,31877,"i",4,"global",0
7757,34633,"i",4,"global",0
7757,34767,"i",4,"global",0
7757,50447,"i",3,"global",0
7757,56062,"i",4,"global",0
7757,61212,"i",4,"global",0
7758,4988,"i",4,"region",0
7758,7603,"i",4,"region",0
7758,15774,"i",4,"region",0
7758,24607,"i",4,"global",1
7758,38837,"i",4,"global",0
7758,45126,"i",4,"global",1
7758,47972,"i",4,"global",1
7758,71062,"i",4,"global",0
7758,71334,"i",4,"global",0
7758,80931,"i",4,"global",0
7758,82779,"i",4,"global",0
7759,463,"i",4,"region",1
7759,28507,"i",4,"region",0
7759,30750,"i",4,"global",1
7759,43376,"i",4,"global",1
7759,45318,"i",4,"global",0
7759,76335,"i",4,"global",0
7759,78319,"i",4,"global",0
7759,78954,"i",4,"global",0
7760,1528,"i",4,"region",0
7760,12016,"i",4,"region",1
7760,47935,"i",4,"global",0
7760,50244,"i",4,"global",0
7761,3439,"i",4,"region",0
7761,3550,"i",4,"region",1
7761,7324,"i",4,"region",0
7761,11511,"i",4,"region",1
