"time","r0"
3874,1
3875,1
3875,17
3876,0
3876,0
3877,0
3878,0
3882,0
3882,0
3882,0
3883,1
3886,2
3886,0
3888,1
3888,9
3888,16
3889,0
3890,0
3890,0
3890,1
3891,0
3891,4
3892,1
3892,9
3893,2
3893,0
3893,0
3893,2
3894,1
3894,0
3896,2
3897,2
3897,0
3899,0
3899,0
3901,5
3905,0
3906,0
3908,0
3909,1
3910,1
3911,2
3911,2
3913,0
3915,1
3919,0
3919,0
3920,0
3920,7
3921,1
3923,3
3924,1
3928,0
3928,2
3929,7
3931,0
3932,1
3933,0
3934,0
3934,2
3934,2
3935,0
3936,3
3936,0
3938,2
3938,0
3939,0
3939,0
3943,0
3943,1
3943,1
3944,0
3945,0
3945,1
3945,3
3946,2
3946,0
3949,0
3949,0
3951,12
3952,2
3953,3
3953,0
3953,0
3954,0
3954,0
3955,2
3955,0
3955,0
3956,0
3956,1
3957,0
3957,2
3959,0
3961,1
3964,4
3965,0
3966,0
3966,0
3969,5
3971,0
3971,0
3972,1
3972,1
3972,0
3973,0
3973,3
3975,0
3976,0
3976,0
3976,1
3978,1
3978,0
3982,0
3983,0
3983,1
3984,2
3984,1
3984,0
3985,0
3985,1
3985,0
3986,0
3986,0
3987,7
3990,2
3990,0
3990,2
3991,0
3992,0
3992,0
3993,0
3993,0
3994,2
3994,1
3996,0
3996,0
3996,1
3997,0
3998,4
3999,0
3999,0
3999,0
4000,0
4001,0
4002,1
4002,1
4003,0
4003,5
4004,2
4005,1
4006,1
4006,0
4006,0
4007,1
4008,1
4009,1
4010,1
4011,0
4011,2
4011,0
4013,0
4013,0
4013,1
4016,0
4017,3
4017,3
4020,1
4021,1
4022,8
4023,4
4024,1
4024,1
4026,1
4027,1
4028,0
4029,0
4029,1
4029,7
4031,2
4032,0
4032,0
4035,2
4035,0
4036,0
4036,0
4037,8
4038,2
4040,0
4040,0
4042,0
4042,5
4042,2
4043,0
4044,1
4047,0
4047,1
4047,0
4047,0
4048,5
4048,0
4049,6
4051,0
4051,0
4052,0
4052,1
4052,1
4053,1
4053,0
4053,3
4053,0
4054,0
4054,2
4055,0
4056,0
4056,0
4057,1
4059,0
4059,0
4060,1
4060,0
4060,0
4060,1
4063,0
4063,2
4064,6
4065,1
4065,0
4067,0
4070,8
4070,1
4071,0
4071,0
4073,0
4073,0
4073,1
4073,0
4075,0
4075,0
4076,5
4077,0
4077,0
4077,2
4077,0
4077,1
4078,0
4079,2
4080,0
4082,0
4083,0
4084,3
4084,1
4086,0
4087,3
4087,0
4087,0
4087,1
4088,2
4088,10
4088,0
4088,0
4090,0
4090,0
4090,4
4090,1
4090,5
4093,0
4094,0
4096,0
4097,0
4099,1
4099,0
4100,1
4100,1
4101,0
4101,0
4102,1
4103,1
4103,1
4103,2
4103,2
4104,0
4104,1
4106,1
4106,0
4108,2
4109,0
4109,1
4109,0
4111,1
4111,7
4113,0
4115,0
4115,0
4116,1
4116,0
4116,17
4116,1
4117,0
4118,0
4118,1
4118,0
4118,3
4119,1
4121,1
4121,1
4121,0
4121,0
4122,6
4122,0
4122,1
4123,1
4124,0
4124,1
4124,2
4125,0
4126,3
4126,0
4126,0
4127,0
4128,0
4128,4
4129,9
4129,0
4130,5
4131,0
4132,1
4132,0
4132,0
4133,0
4134,2
4134,0
4134,0
4135,0
4135,12
4136,0
4136,1
4137,1
4139,0
4139,0
4139,0
4140,3
4140,0
4140,1
4141,1
4141,2
4144,6
4145,0
4146,7
4147,2
4147,0
4148,0
4149,0
4150,4
4152,13
4152,1
4152,0
4153,0
4153,0
4154,0
4154,1
4155,0
4155,0
4156,1
4156,1
4157,1
4157,5
4159,1
4159,1
4161,0
4161,1
4161,6
4162,6
4162,0
4163,0
4163,0
4164,1
4164,0
4165,0
4165,0
4166,7
4166,1
4167,0
4167,0
4167,1
4168,1
4168,3
4168,1
4169,0
4169,1
4169,1
4170,8
4171,3
4171,0
4171,0
4171,0
4174,0
4174,8
4174,0
4176,4
4176,1
4178,0
4179,6
4179,7
4180,2
4180,6
4181,1
4182,2
4182,0
4182,0
4182,0
4183,0
4183,1
4183,1
4183,3
4184,0
4185,2
4185,4
4186,1
4186,0
4187,0
4187,0
4187,0
4187,1
4187,1
4188,0
4189,1
4189,0
4190,0
4190,2
4190,6
4190,6
4191,2
4192,0
4192,0
4194,0
4194,0
4194,0
4195,0
4196,0
4196,0
4196,0
4197,3
4198,1
4201,0
4201,3
4202,3
4203,1
4203,2
4203,11
4203,0
4204,0
4204,1
4204,2
4204,0
4205,1
4207,1
4207,2
4209,1
4210,12
4210,7
4211,0
4211,0
4211,0
4211,0
4212,0
4212,0
4212,7
4213,2
4214,0
4214,0
4214,0
4215,1
4216,0
4216,6
4216,0
4217,1
4218,6
4218,0
4220,2
4220,2
4220,0
4221,1
4221,0
4221,1
4221,1
4222,1
4222,1
4223,8
4223,5
4223,0
4225,0
4225,0
4225,1
4225,1
4226,0
4226,0
4226,2
4226,0
4227,0
4227,8
4229,1
4229,0
4230,1
4234,1
4235,1
4236,1
4237,10
4239,1
4240,5
4242,3
4242,0
4243,2
4243,10
4244,0
4245,8
4246,5
4246,0
4246,2
4247,4
4248,0
4249,0
4249,0
4249,0
4249,0
4251,0
4251,0
4252,2
4253,0
4253,1
4254,0
4254,6
4255,5
4257,5
4258,0
4258,9
4260,2
4261,0
4261,0
4261,2
4262,3
4262,1
4262,1
4264,2
4264,0
4265,6
4265,3
4266,0
4267,0
4267,1
4267,0
4269,2
4269,8
4270,0
4270,6
4271,0
4273,0
4273,1
4274,1
4274,1
4274,0
4275,4
4275,0
4276,1
4276,1
4276,1
4276,0
4277,1
4277,2
4277,0
4278,6
4279,0
4279,2
4280,0
4280,0
4280,0
4281,0
4282,3
4287,1
4287,9
4288,1
4289,1
4289,3
4290,0
4290,0
4290,1
4290,2
4290,1
4290,0
4291,1
4291,0
4292,0
4294,2
4295,1
4295,1
4296,0
4296,0
4296,9
4297,0
4297,0
4297,0
4299,3
4301,0
4301,2
4301,2
4303,2
4303,0
4304,1
4305,3
4306,2
4308,1
4308,2
4310,4
4311,5
4311,0
4313,0
4313,11
4314,0
4314,1
4314,0
4315,1
4315,1
4315,0
4315,0
4316,0
4316,1
4316,5
4316,7
4316,0
4317,1
4317,2
4318,11
4319,1
4319,0
4320,0
4320,0
4321,0
4322,0
4322,0
4322,9
4323,0
4323,1
4324,0
4326,0
4326,0
4326,0
4327,1
4327,2
4328,3
4328,2
4329,6
4329,1
4329,1
4330,1
4330,4
4331,3
4331,0
4331,1
4331,0
4332,0
4332,0
4333,1
4334,2
4334,1
4335,0
4335,0
4335,1
4335,0
4335,0
4337,0
4337,0
4337,0
4338,3
4338,5
4338,6
4338,0
4339,0
4340,10
4342,1
4342,1
4342,0
4342,0
4342,2
4342,0
4343,0
4344,2
4344,1
4344,1
4344,0
4346,17
4348,1
4348,2
4349,3
4351,5
4351,4
4351,0
4351,0
4352,1
4354,0
4355,1
4355,2
4355,0
4357,0
4358,2
4358,3
4359,9
4360,0
4360,3
4360,0
4360,0
4360,0
4361,2
4361,1
4361,1
4361,0
4362,0
4362,0
4363,1
4363,0
4363,0
4364,0
4365,0
4365,0
4366,0
4366,0
4366,1
4367,2
4367,2
4368,2
4368,1
4368,0
4368,0
4369,0
4371,4
4371,1
4372,0
4372,0
4372,3
4372,1
4373,2
4373,2
4376,1
4376,6
4377,1
4377,2
4377,3
4379,0
4380,0
4380,1
4380,2
4381,1
4381,0
4381,1
4382,4
4382,1
4382,0
4382,3
4385,4
4385,1
4385,2
4386,0
4386,1
4386,0
4386,1
4386,2
4387,0
4388,0
4388,1
4388,1
4390,0
4390,0
4391,2
4391,0
4392,1
4394,2
4394,4
4394,6
4396,1
4396,0
4396,10
4396,0
4397,1
4397,1
4398,1
4399,0
4401,2
4401,0
4401,1
4402,0
4404,7
4404,1
4404,0
4405,0
4406,3
4406,0
4406,1
4407,1
4407,3
4408,1
4409,0
4409,2
4410,0
4410,0
4411,4
4412,0
4413,1
4414,1
4415,1
4415,2
4416,1
4416,0
4417,1
4417,2
4417,0
4418,1
4419,1
4419,4
4419,1
4420,0
4420,0
4421,1
4421,1
4423,5
4423,0
4423,1
4424,0
4424,6
4426,1
4428,0
4428,0
4429,2
4429,1
4430,0
4431,0
4431,6
4432,0
4432,0
4433,0
4434,0
4434,2
4435,1
4436,0
4436,1
4436,2
4436,0
4437,0
4437,0
4437,1
4438,0
4439,0
4440,0
4440,1
4440,2
4441,1
4441,0
4441,0
4444,0
4444,0
4445,0
4446,0
4446,2
4446,0
4446,1
4447,1
4448,6
4448,0
4449,2
4449,2
4450,0
4450,1
4451,0
4451,0
4452,0
4452,1
4452,0
4453,1
4453,0
4454,0
4454,0
4454,3
4456,0
4456,1
4456,0
4456,1
4456,9
4457,1
4458,0
4459,1
4460,1
4460,1
4460,0
4461,9
4462,0
4463,13
4463,0
4465,0
4466,0
4466,2
4467,2
4467,5
4471,0
4471,1
4473,1
4473,0
4474,7
4474,1
4475,3
4476,3
4476,12
4477,3
4477,0
4478,0
4478,0
4479,0
4480,0
4482,0
4483,1
4483,4
4484,0
4484,0
4485,1
4485,0
4487,0
4487,0
4487,1
4488,1
4488,2
4489,2
4489,1
4489,0
4489,12
4491,3
4491,0
4492,3
4494,0
4495,0
4495,0
4497,0
4497,0
4499,0
4499,0
4499,0
4500,0
4500,0
4501,0
4502,0
4503,1
4504,1
4504,0
4505,0
4507,0
4507,1
4507,1
4507,0
4507,0
4508,0
4508,0
4508,1
4509,0
4509,1
4511,1
4512,0
4512,0
4514,7
4515,0
4515,0
4515,0
4516,0
4517,1
4518,1
4518,1
4518,1
4518,1
4518,1
4518,0
4519,0
4520,3
4520,1
4520,1
4521,0
4522,0
4522,2
4523,0
4523,0
4524,1
4524,2
4524,5
4524,7
4524,0
4524,0
4525,0
4528,2
4529,0
4529,9
4530,0
4530,0
4530,0
4532,0
4532,0
4532,7
4533,0
4533,4
4533,1
4533,2
4533,3
4534,0
4534,0
4534,1
4534,1
4534,0
4535,4
4535,5
4535,1
4536,0
4536,0
4536,2
4537,0
4539,8
4539,6
4540,2
4541,0
4541,1
4541,9
4542,0
4543,0
4543,0
4544,1
4544,6
4544,0
4545,0
4545,0
4545,8
4546,1
4546,0
4547,1
4547,2
4547,1
4548,2
4548,0
4550,0
4550,1
4550,0
4551,0
4551,1
4551,1
4551,2
4552,0
4553,6
4554,18
4555,0
4555,5
4555,1
4556,2
4556,1
4556,1
4557,0
4558,0
4558,1
4558,0
4559,0
4561,0
4561,0
4561,0
4562,0
4562,0
4562,0
4562,0
4562,1
4563,1
4564,2
4565,0
4566,2
4566,0
4567,1
4567,1
4568,0
4569,2
4569,0
4569,0
4569,0
4569,4
4570,9
4570,7
4571,1
4571,0
4571,2
4572,8
4572,0
4572,2
4574,0
4576,0
4576,0
4576,11
4577,0
4577,2
4578,0
4578,0
4579,0
4579,9
4579,1
4579,3
4580,0
4580,0
4580,0
4580,0
4581,6
4581,0
4582,1
4582,0
4585,2
4585,0
4585,0
4586,1
4586,1
4587,0
4587,1
4588,1
4588,0
4588,0
4588,1
4589,4
4590,1
4590,1
4590,4
4590,0
4591,0
4591,1
4593,0
4594,0
4594,0
4595,10
4595,0
4596,0
4597,0
4597,5
4598,0
4598,0
4599,2
4599,0
4599,0
4599,3
4600,0
4600,0
4601,0
4601,1
4602,0
4602,0
4602,4
4603,11
4604,0
4605,9
4605,1
4605,0
4606,1
4606,0
4606,3
4606,4
4607,2
4607,0
4607,1
4608,0
4609,0
4609,0
4609,1
4610,2
4610,0
4612,1
4612,0
4613,2
4613,1
4613,1
4613,1
4613,3
4614,2
4614,2
4614,0
4615,1
4615,0
4615,1
4615,0
4616,2
4616,1
4617,0
4617,2
4617,2
4617,0
4618,1
4618,2
4618,1
4619,1
4619,5
4619,6
4619,2
4619,0
4619,2
4620,0
4620,0
4620,2
4621,0
4621,1
4621,0
4622,0
4623,0
4623,1
4623,0
4623,0
4624,2
4624,2
4625,3
4626,1
4626,0
4627,0
4627,1
4628,0
4628,0
4628,1
4628,0
4628,0
4628,0
4628,3
4628,0
4629,11
4630,0
4631,1
4631,5
4632,0
4633,0
4633,1
4634,0
4634,2
4634,1
4635,1
4635,1
4635,0
4635,1
4636,0
4636,1
4637,0
4637,0
4637,0
4639,4
4639,5
4640,8
4641,3
4642,6
4642,0
4642,2
4642,0
4642,0
4643,0
4643,5
4643,0
4644,1
4644,3
4644,0
4644,0
4644,0
4645,3
4645,1
4645,0
4646,0
4646,0
4646,5
4647,2
4647,1
4647,0
4647,3
4649,0
4649,0
4650,0
4650,0
4651,0
4651,5
4652,1
4652,0
4653,0
4653,0
4654,1
4654,0
4654,3
4654,1
4655,4
4655,0
4656,0
4656,0
4657,0
4659,0
4660,5
4660,0
4660,0
4661,0
4661,0
4661,0
4663,0
4664,1
4664,0
4664,1
4664,6
4665,1
4665,6
4665,0
4665,4
4665,0
4666,3
4666,1
4666,1
4667,1
4667,3
4667,23
4668,0
4668,0
4669,1
4669,0
4669,0
4670,0
4670,7
4670,3
4670,0
4671,3
4672,0
4672,1
4673,7
4673,1
4673,0
4673,1
4674,1
4674,0
4674,0
4675,7
4675,1
4676,0
4677,1
4677,1
4678,1
4678,0
4678,0
4678,3
4679,0
4679,2
4679,1
4680,1
4681,11
4681,0
4681,0
4681,0
4681,0
4681,5
4682,0
4682,0
4682,0
4682,0
4683,16
4683,0
4684,0
4684,1
4685,0
4685,0
4686,0
4686,1
4687,0
4687,0
4688,0
4688,0
4688,1
4688,0
4688,3
4689,0
4689,0
4689,1
4689,1
4689,1
4690,2
4691,0
4691,1
4691,0
4691,8
4691,5
4691,2
4692,8
4692,0
4692,8
4692,4
4692,0
4693,0
4694,2
4694,3
4694,1
4695,4
4695,0
4695,16
4695,0
4695,0
4695,0
4696,0
4697,0
4697,0
4697,0
4698,1
4699,1
4700,1
4700,0
4701,4
4701,0
4701,0
4701,0
4701,2
4702,6
4702,0
4703,3
4706,0
4706,0
4706,3
4706,0
4706,3
4707,1
4707,1
4708,0
4708,0
4708,0
4708,0
4709,0
4709,3
4709,0
4710,0
4710,0
4710,1
4712,0
4712,0
4714,2
4716,0
4716,2
4716,0
4716,1
4716,1
4716,7
4717,1
4719,1
4719,0
4719,1
4720,0
4720,1
4720,0
4721,3
4721,9
4722,0
4722,0
4722,1
4723,0
4723,0
4724,1
4725,7
4726,0
4727,0
4727,0
4727,2
4728,3
4728,3
4728,7
4729,1
4729,0
4729,1
4729,0
4729,2
4729,3
4730,0
4730,0
4730,0
4731,0
4732,12
4733,3
4734,0
4734,1
4735,0
4735,10
4735,10
4735,0
4735,0
4735,1
4736,0
4736,1
4736,0
4737,2
4737,0
4738,0
4738,0
4739,1
4739,0
4739,1
4740,0
4742,1
4743,7
4744,0
4744,0
4744,0
4745,1
4745,0
4746,1
4746,1
4747,0
4747,1
4748,1
4748,0
4750,0
4750,1
4750,0
4751,1
4751,0
4752,0
4753,15
4754,6
4754,2
4754,1
4754,1
4755,0
4756,0
4756,1
4757,0
4757,0
4757,0
4757,0
4758,0
4759,0
4759,0
4760,0
4760,2
4760,0
4760,0
4760,1
4760,1
4761,1
4761,2
4762,0
4762,3
4764,3
4765,1
4765,5
4766,2
4766,5
4767,3
4767,1
4767,8
4767,5
4767,6
4768,1
4769,3
4769,5
4769,3
4769,5
4769,0
4769,1
4770,0
4770,4
4770,2
4771,1
4771,1
4772,1
4772,0
4772,9
4774,5
4775,0
4775,0
4775,0
4776,5
4776,9
4776,0
4776,0
4776,0
4776,0
4777,0
4778,2
4778,1
4778,1
4779,0
4779,6
4779,0
4780,1
4780,0
4780,0
4781,2
4782,0
4782,0
4783,1
4783,2
4784,0
4784,5
4784,0
4785,0
4786,10
4787,1
4788,6
4788,1
4789,0
4789,1
4789,1
4789,2
4790,0
4790,1
4790,0
4790,1
4790,1
4791,0
4791,8
4792,1
4793,0
4793,0
4794,1
4794,1
4795,0
4796,0
4796,1
4796,0
4797,0
4797,4
4798,1
4798,0
4798,1
4798,0
4799,8
4799,1
4799,4
4800,1
4800,1
4800,2
4800,0
4801,1
4802,1
4803,2
4803,2
4804,0
4804,2
4805,0
4805,0
4806,0
4807,0
4808,0
4808,4
4808,2
4808,0
4809,0
4809,2
4809,0
4810,0
4811,2
4811,1
4811,0
4811,3
4812,2
4812,1
4812,2
4813,3
4813,2
4813,1
4813,0
4814,8
4814,1
4815,0
4815,0
4815,0
4816,1
4818,1
4818,3
4819,5
4819,0
4819,1
4820,0
4820,2
4820,1
4821,1
4821,1
4822,0
4822,0
4823,1
4823,2
4823,0
4823,0
4824,7
4824,8
4825,0
4825,0
4825,1
4826,0
4827,2
4827,0
4827,0
4828,0
4828,1
4828,14
4829,1
4830,1
4831,0
4831,1
4831,5
4831,0
4832,0
4832,6
4833,0
4833,0
4834,0
4835,0
4836,0
4837,0
4837,1
4837,0
4837,0
4838,1
4838,0
4838,0
4838,0
4838,2
4839,1
4839,0
4840,0
4841,3
4841,0
4842,5
4842,0
4843,0
4843,0
4843,4
4844,2
4844,0
4844,0
4844,6
4846,1
4846,2
4846,0
4847,0
4847,0
4847,5
4847,5
4848,2
4848,0
4848,0
4848,0
4849,1
4849,0
4849,0
4849,0
4850,0
4850,0
4850,0
4850,0
4851,0
4851,1
4852,0
4852,2
4852,3
4852,4
4853,0
4854,0
4855,0
4856,0
4856,1
4856,1
4857,2
4857,0
4858,0
4858,0
4858,0
4859,1
4860,0
4860,0
4860,0
4860,12
4860,0
4860,0
4861,0
4861,2
4862,0
4862,1
4863,0
4864,3
4864,0
4864,1
4864,1
4865,0
4865,0
4866,2
4866,3
4867,2
4867,2
4868,1
4868,0
4868,0
4869,0
4869,11
4870,0
4870,2
4870,3
4870,0
4871,0
4871,1
4872,2
4872,0
4873,0
4873,1
4873,0
4874,0
4874,5
4874,0
4874,8
4876,14
4876,0
4876,1
4876,0
4877,0
4877,1
4877,0
4878,0
4879,1
4879,0
4879,0
4880,0
4880,0
4880,1
4881,2
4881,0
4881,0
4882,1
4883,3
4883,0
4883,2
4883,0
4883,0
4884,0
4884,1
4885,3
4885,0
4886,0
4886,3
4886,6
4887,0
4887,2
4887,0
4887,2
4887,4
4888,1
4888,0
4891,5
4891,0
4892,2
4892,0
4893,0
4894,7
4894,0
4894,5
4894,0
4895,3
4895,0
4895,0
4895,0
4895,0
4895,0
4896,1
4896,3
4896,1
4896,0
4896,4
4896,1
4896,0
4898,3
4898,1
4899,2
