"time","IDs","migrant"
5363,6955,"12"
5367,17375,"12"
5373,14645,"12"
5376,761,"12"
5380,5356,"12"
5386,3548,"12"
5391,4561,"12"
5393,4868,"12"
5403,7866,"12"
5408,2290,"12"
5412,84234,"21"
5421,18935,"12"
5422,6415,"12"
5422,53256,"21"
5425,49920,"21"
5432,14351,"12"
5434,86724,"21"
5435,80648,"21"
5440,6793,"12"
5441,16971,"12"
5443,25460,"21"
5444,2180,"12"
5448,72855,"21"
5461,17954,"12"
5466,3712,"12"
5466,7045,"12"
5467,7272,"12"
5468,6326,"12"
5469,84089,"21"
5474,16375,"12"
5474,78229,"21"
5482,62313,"21"
5484,14948,"12"
5487,13875,"12"
5489,17991,"12"
5493,16044,"12"
5498,58233,"21"
5499,8251,"12"
5499,15502,"12"
5501,33296,"21"
5502,84153,"12"
5504,54321,"12"
5507,18357,"12"
5510,4620,"12"
5511,15724,"12"
5511,24356,"21"
5515,147,"12"
5516,10870,"12"
5521,85527,"12"
5521,87357,"12"
5524,1306,"12"
5528,12197,"12"
5528,15688,"12"
5535,28652,"21"
5539,3685,"12"
5540,14637,"12"
5543,2723,"12"
5543,31696,"21"
5547,19302,"12"
5549,65884,"21"
5553,69452,"21"
5555,3653,"12"
5563,82062,"12"
5572,58915,"21"
5575,8459,"12"
5575,18857,"12"
5578,62848,"21"
5580,2098,"12"
5582,74030,"21"
5584,17962,"12"
5591,3971,"12"
5596,18410,"12"
5598,18433,"12"
5608,3355,"12"
5610,62774,"21"
5613,982,"12"
5614,81498,"12"
5617,62755,"21"
5617,74262,"21"
5619,50749,"21"
5623,48663,"21"
5624,67961,"21"
5625,44041,"21"
5628,60572,"21"
5632,82626,"12"
5635,10399,"12"
5637,7186,"12"
5641,67137,"21"
5642,4949,"12"
5643,4045,"12"
5643,15555,"12"
5646,33032,"21"
5659,7952,"12"
5664,9538,"12"
5673,19253,"12"
5673,81869,"12"
5674,2747,"12"
5675,5295,"12"
5690,31575,"12"
5690,64621,"21"
5696,12378,"12"
5701,1071,"12"
5702,11412,"12"
5706,4996,"12"
5714,36322,"21"
5715,46393,"21"
5717,49874,"21"
5721,13622,"12"
5723,9862,"12"
5723,70124,"21"
5726,88326,"21"
5728,70904,"21"
5740,25501,"21"
5742,15197,"12"
5743,8328,"12"
5743,80073,"21"
5748,43400,"21"
5753,69173,"21"
5755,25949,"21"
5759,15630,"12"
5760,83940,"21"
5765,9879,"12"
5767,19410,"12"
5767,67152,"21"
5771,13748,"12"
5775,70154,"21"
5777,44954,"21"
5779,6502,"12"
5779,75415,"21"
5780,570,"12"
5780,8436,"12"
5783,82584,"12"
5786,52351,"21"
5792,4653,"12"
5795,73537,"21"
5799,47421,"21"
5800,54467,"21"
5802,3826,"12"
5805,83111,"12"
5806,13552,"12"
5807,64509,"21"
5809,14209,"12"
5809,54076,"21"
5819,14280,"12"
5827,2751,"12"
5831,27370,"21"
5832,79758,"21"
5835,8171,"12"
5842,44589,"21"
5845,6948,"12"
5846,4281,"12"
5846,6099,"12"
5855,89539,"12"
5861,36547,"21"
5862,17328,"12"
5863,58247,"21"
5864,3555,"12"
5880,83658,"21"
5885,14070,"12"
5889,17558,"12"
5895,4187,"12"
5899,59068,"21"
5901,12276,"12"
5910,51809,"21"
5911,85734,"12"
5915,12066,"12"
5915,25072,"21"
5916,85707,"21"
5919,86039,"21"
5934,27265,"21"
5939,61462,"21"
5945,18249,"12"
5946,24027,"21"
5946,27714,"21"
5947,4543,"12"
5947,34371,"21"
5949,35936,"21"
5954,6943,"12"
5958,35951,"21"
5960,14248,"12"
5960,79850,"21"
5967,3365,"12"
5975,88405,"21"
5978,4004,"12"
5978,4393,"12"
5985,3591,"12"
5985,4767,"12"
5985,88684,"12"
5985,22293,"21"
5991,7774,"12"
5993,1929,"12"
5994,4103,"12"
5994,51335,"21"
5995,73367,"21"
5996,20099,"21"
6003,1471,"12"
6009,72150,"21"
6010,73620,"21"
6014,25451,"21"
6015,18874,"12"
6021,81537,"12"
6021,80007,"21"
6023,73283,"21"
6025,18690,"12"
6034,19936,"12"
6039,33417,"21"
6040,39071,"21"
6042,7140,"12"
6044,7966,"12"
6052,56782,"21"
6052,87389,"21"
6054,4737,"12"
6056,3975,"12"
6061,49787,"21"
6063,33727,"21"
6067,86034,"12"
6072,10836,"12"
6075,25638,"21"
6076,1077,"12"
6077,71177,"21"
6082,28156,"21"
6088,1350,"12"
6089,83173,"21"
6091,86594,"12"
6094,53706,"21"
6096,86239,"12"
6105,42892,"21"
6105,67580,"21"
6106,18680,"12"
6109,42996,"12"
6112,19248,"12"
6113,29787,"21"
6121,91530,"21"
6122,8546,"12"
6123,89858,"21"
6125,48070,"21"
6135,66123,"21"
6138,89567,"12"
6139,53150,"12"
6141,54965,"21"
6144,89813,"21"
6145,15034,"12"
6158,46368,"12"
6159,11980,"12"
6160,31925,"21"
6161,84098,"12"
6164,82463,"12"
6166,79949,"21"
6168,24438,"21"
6171,81448,"21"
6173,14508,"12"
6176,6168,"12"
6177,85367,"12"
6179,86413,"21"
6182,19481,"12"
6185,13490,"12"
6189,70232,"21"
6190,8094,"12"
6190,42314,"21"
6193,81405,"12"
6196,19312,"12"
6197,77593,"21"
6200,80504,"12"
6200,50621,"21"
6202,58725,"21"
6204,19924,"12"
6211,88450,"12"
6214,39114,"21"
6216,2966,"12"
6221,85604,"12"
6223,17556,"12"
6225,33675,"21"
6226,54616,"21"
6226,89869,"21"
6233,37715,"21"
6234,45849,"21"
6237,8109,"12"
6237,91829,"21"
6239,6281,"12"
6240,77012,"21"
6241,23905,"21"
6247,56437,"21"
6258,18556,"12"
6262,24166,"21"
6263,2743,"12"
6265,24981,"21"
6267,4761,"12"
6275,10671,"12"
6282,74638,"21"
6282,77057,"21"
6284,4514,"12"
6291,25289,"21"
6292,6818,"12"
6293,74484,"21"
6300,11496,"12"
6300,70428,"21"
6302,45840,"21"
6305,49765,"21"
6312,4826,"12"
6314,58333,"21"
6317,34492,"21"
6318,35703,"21"
6318,66856,"21"
6326,3324,"12"
6331,24147,"21"
6334,8399,"12"
6336,15445,"12"
6340,83043,"12"
6343,9661,"12"
6347,1454,"12"
6351,3892,"12"
6351,7131,"12"
6358,20839,"21"
6371,68457,"21"
6371,87956,"21"
6374,1334,"12"
6381,69189,"21"
6383,16372,"12"
6383,35799,"21"
6385,5067,"12"
6388,78628,"21"
6389,57621,"21"
6393,2785,"12"
6394,47505,"21"
6403,10852,"12"
6408,3731,"12"
6411,92642,"21"
6415,11963,"12"
6426,2074,"12"
6430,12424,"12"
6441,806,"12"
6447,72059,"21"
6453,17377,"12"
6459,11872,"12"
6470,16846,"12"
6473,4106,"12"
6473,36343,"21"
6480,76782,"21"
6484,74874,"21"
6485,8172,"12"
6487,6065,"12"
6487,79104,"21"
6492,84383,"21"
6494,10222,"12"
6504,33795,"21"
6507,8340,"12"
6508,26402,"12"
6510,4791,"12"
6513,73645,"21"
6513,91735,"21"
6515,25072,"12"
6518,17821,"12"
6518,41369,"12"
6519,67353,"21"
6520,94353,"12"
6521,19073,"12"
6522,37512,"21"
6522,81986,"21"
6524,68088,"21"
6528,1167,"12"
6529,16691,"12"
6529,38973,"21"
6532,10986,"12"
6534,3466,"12"
6537,58857,"21"
6542,6153,"12"
6542,38484,"21"
6547,33787,"21"
6550,2201,"12"
6552,10615,"12"
6559,90812,"21"
6562,502,"12"
6567,89456,"21"
6575,75966,"21"
6577,78490,"21"
6578,7018,"12"
6579,81873,"21"
6587,95291,"12"
6588,91012,"21"
6603,86781,"12"
6606,60604,"21"
6609,1007,"12"
6615,24626,"21"
6624,13583,"12"
6624,14186,"12"
6631,88284,"21"
6639,91882,"12"
6642,85905,"12"
6643,22287,"21"
6653,32177,"21"
6654,82604,"21"
6656,10760,"12"
6656,60784,"21"
6657,83224,"21"
6662,41554,"21"
6662,68430,"21"
6666,46475,"21"
6671,4387,"12"
6672,181,"12"
6675,57371,"21"
6679,95053,"21"
6681,13835,"12"
6693,95173,"12"
6694,39386,"21"
6707,12691,"12"
6707,24198,"21"
6709,16251,"12"
6709,49178,"21"
6712,63340,"21"
6715,13,"12"
6722,82856,"12"
6725,9172,"12"
6726,5212,"12"
6729,64989,"21"
6732,95466,"21"
6735,22620,"21"
6737,30833,"21"
6743,37412,"21"
6745,12481,"12"
6745,14835,"12"
6747,88411,"21"
6749,9355,"12"
6757,9790,"12"
6763,92592,"12"
6764,45271,"21"
6767,21319,"21"
6768,63754,"21"
6769,52243,"21"
6772,15206,"12"
6775,88919,"21"
6781,79005,"21"
6791,62975,"21"
6791,83241,"21"
6796,53722,"21"
6798,18863,"12"
6800,12522,"12"
6804,11191,"12"
6805,58142,"21"
6811,11263,"12"
6812,28712,"21"
6814,16475,"12"
6815,89287,"12"
6824,86121,"21"
6830,2800,"12"
6832,41071,"21"
6837,55058,"21"
6842,82678,"12"
6844,23669,"21"
6849,7819,"12"
6849,57089,"21"
6850,13153,"12"
6850,83080,"21"
6856,37054,"21"
6857,36938,"21"
6862,87510,"21"
6863,20821,"21"
6866,46453,"21"
6867,89931,"21"
6868,14764,"12"
6868,92428,"21"
6873,4264,"12"
6873,90964,"12"
6876,27934,"21"
6888,30248,"21"
6889,74030,"12"
6893,589,"12"
6902,55229,"21"
6903,75321,"21"
6904,41276,"21"
6905,96540,"21"
6906,74325,"21"
6908,50709,"21"
6913,62685,"12"
6914,51164,"21"
6919,2476,"12"
6926,947,"12"
6927,11154,"12"
6928,55981,"21"
6939,2545,"12"
6940,569,"12"
6940,13125,"12"
6945,81346,"12"
6948,53507,"21"
6950,17982,"12"
6960,81338,"12"
6962,4801,"12"
6962,5179,"12"
6964,57141,"21"
6973,89341,"12"
6981,81633,"21"
6986,96747,"21"
6987,8633,"12"
6987,82944,"21"
6989,58606,"21"
6998,13556,"12"
6999,49644,"21"
7003,18988,"12"
7004,93254,"21"
7013,74624,"21"
7017,8988,"12"
7020,85644,"21"
7025,85040,"12"
7030,16819,"12"
7030,68826,"21"
7032,19432,"12"
7032,72453,"21"
7036,96220,"21"
7040,9502,"12"
7041,58988,"21"
7047,32983,"21"
7051,83656,"21"
7056,40629,"21"
7060,83149,"21"
7062,5695,"12"
7070,26932,"21"
7074,37715,"12"
7077,27720,"21"
7085,10388,"12"
7091,51787,"21"
7099,2015,"12"
7106,11439,"12"
7106,23560,"21"
7111,48669,"21"
7112,8128,"12"
7115,4564,"12"
7116,1670,"12"
7116,15223,"12"
7120,9038,"12"
7121,87312,"21"
7122,18468,"12"
7123,7456,"12"
7129,65834,"21"
7136,17413,"12"
7136,19370,"12"
7138,71705,"21"
7139,85908,"12"
7140,97467,"21"
7155,1821,"12"
7158,13929,"12"
7158,28847,"21"
7160,16246,"12"
7161,83815,"21"
7174,92029,"21"
7176,403,"12"
7180,19150,"12"
7184,44349,"21"
7190,31741,"21"
7192,72904,"21"
7199,16220,"12"
7206,46113,"21"
7207,31310,"21"
7208,43648,"21"
7208,71292,"21"
7211,67353,"12"
7211,93247,"21"
7213,17586,"12"
7220,5784,"12"
7223,10842,"12"
7224,90688,"12"
7230,8131,"12"
7234,43522,"21"
7238,15851,"12"
7251,46810,"21"
7251,47090,"21"
7268,95311,"21"
7273,23380,"21"
7274,17546,"12"
7286,515,"12"
7286,88149,"12"
7293,61088,"21"
7307,2847,"12"
7308,30369,"21"
7310,17640,"12"
7310,22513,"21"
7311,36507,"21"
7312,88739,"12"
7316,57688,"21"
7319,61226,"21"
7325,56612,"21"
7329,89909,"12"
7331,53197,"21"
7336,58518,"21"
7341,56967,"21"
7346,99875,"12"
7349,10761,"12"
7350,16373,"12"
7352,41910,"21"
7352,42390,"21"
7355,44400,"21"
7357,92525,"21"
7360,9054,"12"
7363,4965,"12"
7365,87810,"12"
7367,90109,"21"
7368,27093,"21"
7369,53663,"12"
7369,61964,"21"
7370,17710,"12"
7373,91473,"21"
7377,74964,"21"
7379,29333,"21"
7383,9952,"12"
7383,97307,"21"
7396,13276,"12"
7400,18695,"12"
7403,4617,"12"
7408,18872,"12"
7410,13419,"12"
7413,68298,"21"
7422,83386,"12"
7427,69491,"21"
7431,13395,"12"
7436,7972,"12"
7437,14795,"12"
7437,63221,"21"
7437,79367,"21"
7438,106,"12"
7440,41207,"21"
7440,55430,"21"
7443,1704,"12"
7446,11024,"12"
7446,72555,"21"
7447,99611,"12"
7453,77842,"21"
7455,8481,"12"
7455,65974,"21"
7457,79298,"21"
7459,73679,"21"
7462,101896,"12"
7462,45114,"21"
7465,6686,"12"
7467,7755,"12"
7471,91515,"21"
7473,32751,"21"
7476,1826,"12"
7484,126,"12"
7489,84507,"12"
7492,44309,"21"
7494,11817,"12"
7495,97472,"21"
7496,19037,"12"
7497,4762,"12"
7501,21451,"21"
7505,15726,"12"
7505,17983,"12"
7514,69037,"21"
7515,35832,"21"
7515,41773,"21"
7515,64017,"21"
7518,68712,"21"
7527,10863,"12"
7527,63280,"21"
7528,87363,"12"
7528,82869,"21"
7542,45172,"21"
7546,13491,"12"
7546,16947,"12"
7550,2167,"12"
7553,14605,"12"
7556,92279,"21"
7558,33515,"21"
7559,90097,"12"
7560,4116,"12"
7564,21583,"21"
7564,30891,"21"
7568,188,"12"
7571,23879,"21"
7578,90327,"21"
7583,62051,"21"
7584,17331,"12"
7588,1189,"12"
7598,100423,"21"
7600,1236,"12"
7601,27558,"21"
7607,24931,"21"
7607,98566,"21"
7611,17092,"12"
7617,53012,"21"
7619,8547,"12"
7624,66527,"21"
7629,18882,"12"
7641,50611,"21"
7641,93138,"21"
7643,44768,"21"
7643,83407,"21"
7656,13480,"12"
7658,41699,"21"
7666,18702,"12"
7666,48076,"21"
7667,5943,"12"
7670,92071,"21"
7672,38014,"21"
7677,309,"12"
7679,8557,"12"
7681,5042,"12"
7683,439,"12"
7688,1255,"12"
7691,18303,"12"
7692,11783,"12"
7701,9605,"12"
7703,102936,"12"
7704,8139,"12"
7708,61392,"21"
7715,38149,"21"
7722,11087,"12"
7723,4215,"12"
7723,81602,"12"
7724,53382,"21"
7728,9508,"12"
7733,100157,"12"
7735,72311,"12"
7740,20938,"12"
7753,34067,"21"
7756,56485,"21"
7757,39520,"21"
7760,48621,"21"
7770,14698,"12"
7770,91753,"21"
7772,94919,"12"
7772,24195,"21"
7773,39407,"21"
7783,53369,"21"
7784,60210,"21"
7789,95732,"12"
7800,102443,"21"
7811,3148,"12"
7812,2602,"12"
7839,883,"12"
7839,73693,"21"
7841,92570,"12"
7842,12230,"12"
7844,89908,"21"
7853,10659,"12"
7857,1161,"12"
7858,101161,"21"
7859,81499,"21"
7860,91672,"21"
7861,13335,"12"
7861,58712,"21"
7863,18338,"12"
7866,74406,"21"
7866,95505,"21"
7867,99947,"12"
7872,10435,"12"
7875,1601,"12"
7883,63684,"21"
7884,18499,"12"
7885,17892,"12"
7896,9238,"12"
7896,17082,"12"
7898,58882,"21"
7899,40327,"21"
7907,87036,"21"
7920,16898,"12"
7924,79169,"21"
7925,23739,"21"
7928,63155,"21"
7941,94048,"21"
7942,70928,"21"
7943,51223,"21"
7947,3994,"12"
7951,100521,"21"
7954,5935,"12"
7954,95739,"21"
7955,99199,"21"
7958,7347,"12"
7975,32842,"21"
7977,97594,"21"
7978,15,"12"
7981,13469,"12"
7988,41965,"21"
7990,1439,"12"
7990,1752,"12"
7993,9625,"12"
7993,92710,"12"
7999,101780,"12"
8004,99824,"21"
8006,94181,"12"
8006,69115,"21"
8009,100299,"12"
8015,99,"12"
8017,47228,"21"
8020,96674,"21"
8022,28622,"21"
8022,31223,"21"
8024,43151,"21"
8025,83840,"21"
8027,85506,"12"
8034,5322,"12"
8036,38079,"21"
8042,105811,"21"
8052,15751,"12"
8062,98107,"12"
8063,86174,"21"
8064,404,"12"
8064,79081,"21"
8068,19673,"12"
8070,95758,"12"
8075,12027,"12"
8075,31691,"21"
8078,102128,"21"
8081,7948,"12"
8081,11805,"12"
8087,80692,"21"
8094,9091,"12"
8097,3941,"12"
8101,4207,"12"
8112,97971,"21"
8130,101376,"21"
8134,39246,"21"
8139,54504,"21"
8142,93408,"21"
8145,58393,"21"
8146,106356,"21"
8150,38106,"21"
8151,38507,"21"
8171,43987,"21"
8171,102556,"21"
8175,5799,"12"
8186,89334,"21"
8189,33333,"21"
8191,80475,"12"
8192,53122,"21"
8200,1684,"12"
8201,49247,"21"
8209,10800,"12"
8218,8518,"12"
8221,81164,"12"
8229,86616,"12"
8231,55970,"21"
8245,2482,"12"
8249,50134,"21"
8260,50874,"21"
8264,102305,"12"
8264,71718,"21"
8264,83476,"21"
8281,35110,"21"
8294,26998,"12"
8296,13603,"12"
8302,46512,"21"
8303,30576,"12"
8305,54876,"21"
8308,107326,"21"
8311,1179,"12"
8316,95142,"21"
8322,92392,"21"
8330,15414,"12"
8334,38008,"21"
8354,79617,"21"
8356,5980,"12"
8358,47824,"21"
8359,14758,"12"
8365,83087,"21"
8366,52559,"21"
8366,103917,"21"
8373,11287,"12"
8378,39934,"21"
8379,108574,"21"
8382,88304,"21"
8384,71664,"21"
8386,106359,"12"
8390,6077,"12"
8390,80692,"12"
8394,47985,"21"
8396,11166,"12"
8398,64455,"21"
8399,28681,"21"
8401,16695,"12"
8401,11351,"21"
8404,104875,"21"
8411,15828,"12"
8423,80796,"21"
8424,92674,"21"
8425,23638,"21"
8428,5208,"12"
8430,101603,"12"
8430,54371,"21"
8435,18339,"12"
8440,7753,"12"
8440,9674,"12"
8441,94082,"21"
8445,7084,"12"
8454,107335,"12"
8454,35370,"21"
8455,109179,"12"
8458,1088,"12"
8459,16842,"12"
8462,82227,"12"
8465,84851,"21"
8466,6266,"12"
8466,108277,"21"
8467,66697,"21"
8486,100371,"21"
8490,98442,"21"
8497,82897,"12"
8500,93754,"21"
8501,101965,"21"
8507,72603,"21"
8508,37013,"21"
8519,571,"12"
8521,28555,"21"
8525,69233,"21"
8528,92213,"12"
8528,110332,"21"
8531,95821,"12"
8531,97649,"12"
8531,83239,"21"
8534,105946,"21"
8561,25796,"21"
8565,12693,"12"
8570,93305,"21"
8571,80804,"12"
8577,10448,"12"
8584,1529,"12"
8596,1289,"12"
8597,7559,"12"
8598,109602,"12"
8607,15111,"12"
8607,31511,"21"
8611,69773,"21"
8620,111179,"21"
8621,18527,"12"
8625,3983,"12"
8625,8162,"12"
8625,14350,"12"
8626,6050,"12"
8632,90561,"12"
8638,85642,"12"
8640,34548,"21"
8642,1841,"12"
8649,5860,"12"
8650,93689,"12"
8650,80975,"21"
8650,93498,"21"
8652,111753,"12"
8667,3682,"12"
8669,47455,"21"
8677,18139,"12"
8678,108108,"21"
8679,25973,"21"
8691,10793,"12"
8698,90952,"21"
8708,7702,"12"
8711,48638,"21"
8721,9999,"12"
8726,40354,"21"
8727,5102,"12"
8741,94732,"12"
8742,16528,"12"
8744,106359,"21"
8754,107630,"21"
8756,565,"12"
8759,5309,"12"
8759,110975,"12"
8764,10463,"12"
8764,51394,"21"
8766,47464,"21"
8768,65860,"21"
8769,74494,"21"
8772,93627,"12"
8774,25879,"21"
8775,104614,"21"
8778,7670,"12"
8780,16539,"12"
8781,106721,"12"
8781,76298,"21"
8785,80424,"21"
8788,53623,"21"
8790,45593,"21"
8797,56533,"21"
8799,10470,"12"
8800,59515,"21"
8802,73986,"21"
8806,7423,"12"
8825,109553,"21"
8826,100455,"21"
8829,48674,"21"
8833,39836,"21"
8842,74750,"21"
8851,47395,"21"
8854,52466,"21"
8855,40023,"21"
8856,86069,"12"
8869,54014,"21"
8870,107830,"12"
8871,11454,"12"
8874,95031,"12"
8875,97012,"12"
8885,3502,"12"
8888,48760,"21"
8891,82147,"12"
8892,105752,"21"
8894,57801,"21"
8898,45198,"21"
8901,10047,"12"
8905,89842,"12"
8905,46411,"21"
8907,35447,"21"
8921,32912,"21"
8924,1343,"12"
8935,11348,"12"
8941,82744,"12"
8945,56307,"21"
8946,78255,"21"
8959,17568,"12"
8960,92072,"12"
8960,30002,"21"
8964,61662,"21"
8965,19803,"12"
8965,58821,"21"
8971,83612,"21"
8977,41006,"12"
8985,1188,"12"
8987,106924,"12"
8995,107470,"12"
8999,852,"12"
9003,14284,"12"
9008,67213,"21"
9010,70594,"21"
9011,12721,"12"
9015,15842,"12"
9017,73282,"21"
9021,15178,"12"
9021,17659,"12"
9021,37557,"21"
9022,21206,"21"
9023,85893,"21"
9030,96996,"21"
9034,1645,"12"
9034,82786,"12"
9040,72203,"21"
9042,31166,"21"
9043,52282,"21"
9048,13567,"12"
9048,114445,"12"
9051,94910,"21"
9053,7407,"12"
9056,31287,"21"
9059,35246,"21"
9060,10778,"12"
9063,9729,"12"
9078,10610,"12"
9078,48657,"21"
9081,909,"12"
9085,19832,"12"
9104,71598,"21"
9114,97971,"12"
9114,107860,"12"
9119,83162,"21"
9121,101577,"21"
9124,6433,"12"
9131,92790,"21"
9133,88798,"21"
9134,22314,"21"
9136,91699,"21"
9138,5427,"12"
9140,18507,"12"
9142,10240,"12"
9146,45914,"21"
9149,108631,"12"
9149,36204,"21"
9151,84614,"21"
9160,40190,"21"
9161,73502,"21"
9162,123,"12"
9166,93800,"12"
9170,49940,"21"
9173,47618,"21"
9175,15905,"12"
9178,60155,"21"
9181,93898,"21"
9190,86729,"21"
9198,86204,"21"
9199,32291,"21"
9200,5950,"12"
9201,63437,"21"
9202,50404,"21"
9203,7398,"12"
9204,37313,"21"
9206,9017,"12"
9209,9644,"12"
9211,99017,"12"
9214,7690,"12"
9220,105876,"12"
9220,67559,"21"
9222,45832,"21"
9223,66044,"21"
9235,3625,"12"
9236,18302,"12"
9240,72047,"12"
9241,4129,"12"
9242,23084,"21"
9247,8457,"12"
9248,107430,"12"
9254,20419,"21"
9256,11877,"12"
9263,105546,"21"
9266,73032,"21"
9270,5109,"12"
9273,79635,"21"
9281,5514,"12"
9282,8330,"12"
9284,10352,"12"
9284,113140,"21"
9287,97044,"12"
9289,61768,"21"
9291,113485,"12"
9293,67039,"21"
9302,23734,"21"
9302,85164,"21"
9302,109214,"21"
9305,7557,"12"
9306,71928,"21"
9309,83957,"21"
9311,4490,"12"
9312,11431,"12"
9313,75676,"21"
9316,30268,"21"
9324,225,"12"
9325,4397,"12"
9330,5703,"12"
9333,40893,"21"
9337,84768,"21"
9342,66185,"21"
9352,1070,"12"
9357,100029,"21"
9359,11756,"12"
9359,42716,"21"
9367,44523,"21"
9368,60889,"21"
9371,86902,"21"
9374,11909,"12"
9374,12201,"12"
9376,109458,"21"
9379,18798,"12"
9382,104535,"12"
9385,9930,"12"
9391,875,"12"
9391,19320,"12"
9395,3277,"12"
9395,87863,"12"
9396,14117,"12"
9396,104174,"12"
9398,8808,"12"
9400,86728,"21"
9402,94515,"12"
9407,738,"12"
9407,921,"12"
9409,110606,"21"
9410,11645,"12"
9416,14277,"12"
9416,15569,"12"
9416,102967,"12"
9417,93102,"12"
9417,45954,"21"
9419,111175,"12"
9421,58736,"21"
9423,88458,"21"
9427,21583,"12"
9430,112830,"12"
9435,108715,"21"
9445,79264,"21"
9450,35763,"21"
9469,10483,"12"
9475,113843,"21"
9476,94891,"12"
9477,115549,"12"
9478,19000,"12"
9478,83898,"21"
9480,112108,"21"
9484,40908,"21"
9498,27617,"21"
9500,7262,"12"
9503,71462,"21"
9506,89591,"12"
9507,73486,"21"
9508,90509,"12"
9519,99422,"21"
9531,38451,"21"
9532,115647,"12"
9533,15789,"12"
9533,93017,"12"
9534,780,"12"
9535,25460,"12"
9540,93139,"12"
9543,108703,"21"
9545,96025,"12"
9545,82198,"21"
9548,52774,"21"
9556,9474,"12"
9557,4606,"12"
9560,95812,"21"
9566,27259,"21"
9568,56757,"21"
9569,86593,"12"
9575,8303,"12"
9584,85706,"12"
9589,79740,"21"
9591,2876,"12"
9591,32990,"21"
9595,109465,"21"
9598,82367,"12"
9598,101055,"21"
9599,74782,"21"
9599,104160,"21"
9608,10196,"12"
9610,48629,"21"
9611,105308,"21"
9613,34905,"12"
9619,101487,"21"
9621,5906,"12"
9622,14715,"12"
9627,37529,"21"
9637,39831,"21"
9646,3402,"12"
9653,109386,"21"
9656,83478,"12"
9656,90013,"12"
9658,15380,"12"
9660,32143,"21"
9668,1680,"12"
9671,14895,"12"
9672,88121,"21"
9673,98091,"21"
9674,94066,"21"
9680,7014,"12"
9688,238,"12"
9695,14021,"12"
9698,105774,"12"
9699,101795,"12"
9715,84422,"12"
9722,12045,"12"
9723,19064,"12"
9723,105510,"12"
9725,19672,"12"
9726,103066,"12"
9728,63077,"21"
9735,13060,"12"
9745,25076,"21"
9746,5360,"12"
9747,105778,"21"
9751,102600,"12"
9754,83518,"21"
9757,92956,"21"
9759,102542,"21"
9767,57625,"21"
9776,29826,"21"
9779,72020,"12"
9782,102402,"21"
9788,103414,"12"
9790,36647,"21"
9792,68637,"21"
9796,976,"12"
9803,7917,"12"
9806,11722,"12"
9811,5611,"12"
9813,95136,"21"
9814,7355,"12"
9816,74277,"21"
9818,52304,"21"
9824,14310,"12"
9825,5449,"12"
9831,4631,"12"
9831,108508,"12"
9833,18899,"12"
9835,91001,"21"
9846,101886,"21"
9853,64596,"21"
9854,19157,"12"
9856,35875,"21"
9870,49765,"12"
9872,168,"12"
9876,19459,"12"
9878,92100,"12"
9879,18347,"12"
9879,101757,"21"
9879,113886,"21"
9886,61458,"21"
9894,38669,"21"
9908,1809,"12"
9910,54043,"21"
9916,63988,"21"
9933,96623,"21"
9939,49040,"21"
9956,89800,"21"
9969,70688,"21"
9976,7780,"12"
9991,109036,"21"
9993,15902,"12"
9997,15307,"12"
10001,115772,"21"
10013,11257,"12"
10016,112650,"21"
10019,98696,"12"
10025,68396,"21"
10033,4141,"12"
10033,101292,"21"
10036,115571,"21"
10039,97378,"21"
10041,3306,"12"
10042,31837,"21"
10045,44444,"21"
10048,87578,"21"
10050,43429,"21"
10052,24997,"21"
10058,118893,"21"
10071,118981,"12"
10072,105881,"21"
10082,12476,"12"
10087,67238,"21"
10091,105305,"21"
10094,84428,"12"
10094,110381,"21"
10101,102218,"21"
10109,17359,"12"
10109,83787,"12"
10110,101255,"21"
10113,13316,"12"
10120,17146,"12"
10127,120393,"21"
10129,4170,"12"
10137,65076,"21"
10142,83988,"21"
10148,80487,"21"
10152,10872,"12"
10153,120846,"12"
10157,3451,"12"
10164,3228,"12"
10166,59004,"21"
10183,105560,"21"
10187,44349,"12"
10188,100105,"12"
10188,61515,"21"
10194,5764,"12"
10194,30975,"21"
10199,8744,"12"
10199,82707,"21"
10211,10669,"12"
10214,82617,"21"
10215,108809,"12"
10220,86640,"21"
10221,96607,"21"
10223,110919,"12"
10228,115336,"21"
10230,16982,"12"
10235,11643,"12"
10235,14742,"12"
10239,60224,"21"
10246,112503,"21"
10247,16173,"12"
10251,48629,"12"
10254,107865,"21"
10257,96715,"12"
10263,104626,"21"
10272,81572,"12"
10273,94719,"21"
10280,5685,"12"
10280,120070,"21"
10283,3600,"12"
10284,19427,"12"
10291,12680,"12"
10291,33049,"21"
10296,91611,"12"
10299,102962,"21"
10301,13215,"12"
10304,84955,"21"
10308,12001,"12"
10317,6691,"12"
10323,34664,"21"
10338,124143,"21"
10340,46998,"21"
10342,117926,"21"
10347,101213,"21"
10354,102571,"21"
10369,10232,"12"
10369,86520,"21"
10375,12992,"12"
10376,82871,"12"
10382,11481,"12"
10389,117986,"21"
10390,104004,"12"
10396,101899,"21"
10398,106561,"21"
10401,38143,"21"
10407,6932,"12"
10408,85876,"21"
10412,121234,"21"
10413,15307,"21"
10421,35829,"21"
10424,2029,"12"
10427,15812,"12"
10432,34355,"21"
10435,82650,"21"
10437,86779,"12"
10438,111759,"21"
10442,23608,"21"
10444,83869,"21"
10456,88771,"12"
10459,7401,"12"
10460,20809,"21"
10461,48554,"21"
10462,76552,"21"
