"IDPOP","TIME_SEQ","SEQ_COUNT"
3411,35.2657534246575,2
99308,26.8520547945205,2
3903,40.4027397260274,2
9644,30.5972602739726,2
93051,39.213698630137,2
114884,40.9780821917808,2
111675,36.5506849315069,2
103890,31.3479452054795,2
9211,39.5753424657534,2
8767,40.8821917808219,2
1710,35.3698630136986,2
123335,40.5232876712329,2
4357,30.3397260273973,2
116189,34.9150684931507,2
11947,34.2958904109589,2
116354,40.9945205479452,2
103896,28.6191780821918,2
121949,38.1534246575342,2
16989,40.372602739726,2
5998,35.7479452054795,2
8883,34.6219178082192,2
90091,35.0191780821918,2
5005,27.0904109589041,2
16931,27.6301369863014,2
125881,36.3945205479452,2
84422,27.0821917808219,2
129798,39.4438356164384,2
119343,39.6821917808219,2
106036,38.786301369863,2
120889,29.0986301369863,2
6386,28.7753424657534,2
9316,35.5506849315069,2
17281,30.2,2
7293,31.5917808219178,2
93487,33.9808219178082,2
108732,32.3150684931507,2
19090,29.3178082191781,2
7546,26.0356164383562,2
5817,27.2027397260274,2
111603,26.7479452054795,2
98448,34.8054794520548,2
1579,30.9506849315068,2
93234,31.9972602739726,2
19941,38.158904109589,2
88455,31.1780821917808,2
116370,34.0547945205479,2
120058,38.441095890411,2
83339,26.8876712328767,2
19327,32.2438356164384,2
92056,37.0931506849315,2
18736,37.6191780821918,2
14267,29.3287671232877,2
108850,31.1479452054795,2
135329,35.5424657534247,2
17124,34.2684931506849,2
19878,30.7287671232877,2
108645,33.2712328767123,2
10379,31.3397260273973,2
3183,30.4520547945205,2
3353,28.5205479452055,2
13635,31.2246575342466,2
8032,27.4876712328767,2
3778,26.0328767123288,2
117240,31.9342465753425,2
86217,31.5671232876712,2
6822,26.7479452054795,2
8503,34.9972602739726,2
99622,33.2191780821918,2
11146,39.5397260273973,2
18550,26.0931506849315,2
10677,27.5945205479452,2
9009,28.5232876712329,2
4731,34.9808219178082,2
18425,31.4,2
109330,31.3753424657534,2
14772,35.2164383561644,2
4338,40.1616438356164,2
7984,39.4986301369863,2
116152,34.5616438356164,2
14042,29.0684931506849,2
8612,28.7561643835616,2
14355,30.2547945205479,2
19371,37.8328767123288,2
11300,40.4876712328767,2
103372,26.7178082191781,2
82124,31.1506849315068,2
